tweet_id,source_file,source_index,url,date,username,raw_content,word_count,reply_count,likes_count,retweet_count,quote_count,num_links,has_media,has_quoted_tweet,duplicate_sources
1238420579566354432,0_cleaned_data.json,224,https://x.com/patcondell/status/1238420579566354432,2020-03-13 11:04:09+00:00,,"The Chinese Communist Party has gone into overdrive pushing the lie that the #Wuhanvirus started in the US. It started in #China, and it was spread around the world thanks to Chinese government negligence and lies. They are 100% responsible for every death. #Coronavirus #CCPvirus",45,59,859,352,11,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json']"
1399787393574703106,0_cleaned_data.json,227,https://x.com/WHATSTHEBEAT23/status/1399787393574703106,2021-06-01 17:58:16+00:00,,That’s because you’re antisemitic and it’s your way of saying “I hate Jewish people”.,14,3,1,0,0,0,False,True,"['0_cleaned_data.json', '0_cleaned_data.json']"
1073784276934684672,0_cleaned_data.json,230,https://x.com/DomWheat21/status/1073784276934684672,2018-12-15 03:38:16+00:00,,Tell y’all pussy ass AD schedule us every year. If y’all not gonna do that shit shut up. Y’all pussy,20,8,49,9,5,0,False,True,[]
1540444356653379586,0_cleaned_data.json,231,https://x.com/VereenaSayed/status/1540444356653379586,2022-06-24 21:18:49+00:00,,tell me why i fell asleep at like 7 am and woke up at 1 first thing I saw was the abortion shit I hate today and I hate men,30,6,901,64,0,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json']"
1456372554302623744,0_cleaned_data.json,235,https://x.com/AlexDanvers2017/status/1456372554302623744,2021-11-04 21:27:29+00:00,,"Student I’ve been working my ass off with, gotten into a mentoring group, gone to his games, etc:

“I don’t like gay people and it’s not homophobic to say that.”",30,35,50,3,0,0,False,False,[]
1319733525818544128,0_cleaned_data.json,236,https://x.com/flatlineuhl/status/1319733525818544128,2020-10-23 20:12:46+00:00,,"stop saying justin is retiring weirdos you don't know this man and it shows, please stfu and stop overthinking, calm ur titties bitch",23,4,125,21,2,0,False,False,[]
1220031499774447623,0_cleaned_data.json,237,https://x.com/gemma06085782/status/1220031499774447623,2020-01-22 17:12:31+00:00,,STOP FLIGHTS COMING OUT OF PLACES IN CHINA LIKE WUHAN FOR CHIRST SAKE ARE YOU STUPID? WAKE UP PEOPLE THATS HOW IT FUCKING SPREADS. #coronoavirus #China #ChinaVirus,27,1,46,10,1,0,False,False,[]
1409540948070178819,0_cleaned_data.json,238,https://x.com/deebasyed/status/1409540948070178819,2021-06-28 15:55:24+00:00,,"Spoke to two women today told they should just change their shift or move to another department or location if they want to avoid their sexual harasser 

I’m so sick of women (through no fault of their own!) being the ones expected to change their lives to avoid these men",50,6,113,23,1,0,False,False,[]
1513210143059726342,0_cleaned_data.json,239,https://x.com/LaikaSpaceDog/status/1513210143059726342,2022-04-10 17:39:46+00:00,,"Spoilers #KillingEve
.
.
Just gotta say, the argument isn’t that it’s “never” ok to kill a queer character. What’s played out and tired as hell is withholding love from two queer women, then letting them experience it for all of 5 seconds before immediately killing one. TIIIIRED.",48,39,5848,968,54,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json']"
1177572085310377984,0_cleaned_data.json,247,https://x.com/BestForBritain/status/1177572085310377984,2019-09-27 13:13:58+00:00,,"Sorry, but if you invite someone who has written pieces like:

Why I'm Sick of Gay Pride
Now It's The Tranny State
Angelina Jolie's Mastectomy; When It's Trendy to Be Ill

and

Breivik: A Monster Made by Multiculturalism

you can't legitimately feign shock when he talks crap. ~AA",48,8,423,158,4,0,False,True,[]
1199450151477284864,0_cleaned_data.json,248,https://x.com/gracielakills/status/1199450151477284864,2019-11-26 22:09:35+00:00,,sorry but i despise gays.,5,2,1,1,0,0,False,False,[]
1221148442061426688,0_cleaned_data.json,249,https://x.com/ItsJamieButNice/status/1221148442061426688,2020-01-25 19:10:51+00:00,,"Soo, after a 12 hour shift, I said I'd go and pick the Mrs up from 'drinks with her pals'... I cannot stand drunk people when I'm sober, even worse when I'm shattered... I can see this being the first time I fall out with her. 🙄😂",47,2,11,0,1,0,False,False,[]
490305702225645569,0_cleaned_data.json,250,https://x.com/StephyW/status/490305702225645569,2014-07-19 01:22:43+00:00,,"Someone in a truck on centre street just screamed out their window at me ""i fucking hate Jews"" #realnice #yyc",20,5,0,3,0,0,False,False,[]
1330076380311281664,0_cleaned_data.json,251,https://x.com/AishaYesufu/status/1330076380311281664,2020-11-21 09:11:35+00:00,,"Some say I hate Muslims 
Some say i hate Christians 
Some say I hate Igbos
Some say I hate hausas 
Some say I am gay rights activist 
Some say I am homophobic 
When will you all read my bio and see that even my mum says nobody wins in my court?
🤣🤣🤣🤣🤣🤣
I love the truth❤ https://t.co/DyjsiaPwSs",57,13,179,34,1,0,True,True,['0_cleaned_data.json']
1317921862240841728,0_cleaned_data.json,253,https://x.com/ayosogunro/status/1317921862240841728,2020-10-18 20:13:52+00:00,,"Some of you hate LGBTIQ+ people more than you love freedom from oppression. If you're like this, please change your mindset. 

I travelled around Nigeria last year, interviewing LGBT persons on their experiences with the police, it was crazy. We are all in #EndSARS together. https://t.co/FdMEBdZgi1",46,97,436,596,55,0,True,False,"['0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json']"
1508625593318920194,0_cleaned_data.json,264,https://x.com/DarrickBuild/status/1508625593318920194,2022-03-29 02:02:25+00:00,,"Some girl needs protection at my school BC SHE DECIDED TO EXPRESS her opinion and she said "" I don't know why people hate me I know that I'm racist, homophobic and I don't like fat people but that's my opinion"" like B-",43,4,8,0,0,0,False,False,[]
1476280474603507714,0_cleaned_data.json,265,https://x.com/XVanFleet/status/1476280474603507714,2021-12-29 19:54:27+00:00,,"Some asked me why I hate China. My answer: I love China. I hate CCP/Communism.

CCP hijacked China &amp; made itself the embodiment of China.

CCP has no respect to the Chinese Civilization. They are the true heirs of Marxism, an alien, European, non-Chinese, &amp; destructive ideology. https://t.co/32MEutHWMQ",48,25,448,109,8,0,True,False,[]
1430586497883774978,0_cleaned_data.json,266,https://x.com/FHE_Dad/status/1430586497883774978,2021-08-25 17:42:54+00:00,,"So tired of people assuming opposing one thing means endorsing the opposite, or endorsing a thing means opposing the other.

-I love my LGBT brothers and sisters does not mean I hate the Family Proclamation.
-I love and fully endorse the #famproc does not mean I hate LGBT people.",49,7,132,8,3,0,False,False,[]
1371378382357766149,0_cleaned_data.json,267,https://x.com/DebKilroy/status/1371378382357766149,2021-03-15 08:30:59+00:00,,So the Prime Minister of this country called Australia just threatened to shoot women who complain about being raped &amp; sexually assaulted WTAF I’m sick of men’s violence Men who are elected into the highest office threatened us with violence if we don’t shut up #March4Justiceau,46,6,159,35,1,0,False,False,['0_cleaned_data.json']
1279408569427922944,0_cleaned_data.json,269,https://x.com/prdszicoMOVED/status/1279408569427922944,2020-07-04 13:35:47+00:00,,"so not only is that person saying we muslims are the root evil in this world and the cause for “a lot of horrible things” and that you need to be a “terrible person” for agreeing with islam but they’re also angry that they can’t be islamophobic in peace 🥴

i hate it here. https://t.co/mcNGzjzIt3",55,5,60,18,3,0,True,False,[]
1316727262256005121,0_cleaned_data.json,270,https://x.com/AustinVanLoon/status/1316727262256005121,2020-10-15 13:06:57+00:00,,"So instead of a debate, Biden and Trump are going to do separate town halls? At the same time but on different channels? Sometimes I really hate American politics...",29,1,1,0,0,0,False,False,[]
1539263007762563072,0_cleaned_data.json,271,https://x.com/Kennymack1971/status/1539263007762563072,2022-06-21 15:04:33+00:00,,"Shut up.

I'm sick of white people who expect Democrats to do the job they themselves cannot or will not do.

These are YOUR friends, family, neighbors and coworkers falling for this stupid RW propaganda.

Maybe get off your mayonnaise asses, confront them and stop being cowards",47,12,182,64,4,0,False,True,"['0_cleaned_data.json', '0_cleaned_data.json']"
522595296811831296,0_cleaned_data.json,274,https://x.com/curvables/status/522595296811831296,2014-10-16 03:50:02+00:00,,"She play Quarterback, and got a cheerleader girlfriend... YUPP this hoe more of a man than I'll ever be. http://t.co/QlUUaJlyiZ",20,395,15890,12603,1,0,True,False,[]
1485141118413070337,0_cleaned_data.json,275,https://x.com/ashjuiceblues/status/1485141118413070337,2022-01-23 06:43:29+00:00,,she all “imma kiss you” on imessage but crying about getting bullied on twitter i do not like gay people,20,1,0,0,0,0,False,True,[]
1319242412804481025,0_cleaned_data.json,276,https://x.com/cdqolowo/status/1319242412804481025,2020-10-22 11:41:16+00:00,,Seyi Tinubu Howfar. heard u ran away to London already 👀 no worry karma is a bitch. U and all ur family e o le ever ni isimin mo konshe epe 💀 I told u dis wil mark the end of oppressor era. How u see am now ✊ Nigga tryna play fast 1 u n ur team run go write fake news shebi😳,64,216,5873,2558,110,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json']"
1320388405243662336,0_cleaned_data.json,283,https://x.com/sukihanagoat/status/1320388405243662336,2020-10-25 15:35:02+00:00,,Selling Pussy is not the only job in the world uno that right?? My friend makes $1200 a day just doing eyelashes. Just putting that out there if your not happy being a sex worker 💜,36,14,826,85,23,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json']"
1541273727727538176,0_cleaned_data.json,286,https://x.com/OtomeBlkGrl/status/1541273727727538176,2022-06-27 04:14:26+00:00,,See? This is why I don’t like black people. Honoring kitten heels? Y’all can go to hell!,17,1,14,1,0,0,False,False,[]
1344291785929940996,0_cleaned_data.json,287,https://x.com/SamShutUp_/status/1344291785929940996,2020-12-30 14:38:32+00:00,,"See this pic now, that's why i hate muslims😒🙄. 

#Islamophobia_in_india https://t.co/8gsavtRXwA",11,7,25,9,1,0,True,False,[]
1240315864714547203,0_cleaned_data.json,288,https://x.com/jfreewright/status/1240315864714547203,2020-03-18 16:35:20+00:00,,"Scientists: COVID-19

@realDonaldTrump: Chinese Virus

This is the problem in a nutshell, and still he cannot see it. A fucking idiot even as the ship bounces off the bottom and cracks open.",32,22,310,46,2,0,False,False,[]
1255663044773982209,0_cleaned_data.json,289,https://x.com/BreitbartNews/status/1255663044773982209,2020-04-30 00:59:33+00:00,,"Rutgers University Professor Brittney Cooper unleashed a tirade at supporters of President Trump in a social media thread this week. In response to the recent campaign to end Chinese virus shutdowns, Cooper posted, “Fuck each and every Trump supporter.” https://t.co/qYozjypoDX",40,2098,847,551,448,1,False,False,['0_cleaned_data.json']
1078450558694912000,0_cleaned_data.json,291,https://x.com/IHEARTXBAILEY/status/1078450558694912000,2018-12-28 00:40:24+00:00,,"reasons why i hate myself

•i’m ugly
•i’m fat
•i try too hard
•i cry a lot
•i worry too much
•i get frustrated too much
•i cry a LOT
•boys don’t notice me
•i don’t care about myself, i put other people before my feelings
•i cry a  l o t
•there’s a lot more i could say",59,25,294,84,4,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json']"
1468770957003157506,0_cleaned_data.json,295,https://x.com/RumiAkiBro/status/1468770957003157506,2021-12-09 02:34:19+00:00,,Reason why I despise American wrestling fans with such racist disrespect. 😡 #AEWDynamite https://t.co/Iw3LBM1BUo,14,3,2,0,0,0,True,False,"['0_cleaned_data.json', '0_cleaned_data.json']"
1265720382843056128,0_cleaned_data.json,298,https://x.com/SeanYoo/status/1265720382843056128,2020-05-27 19:03:49+00:00,,"re: that Michael Porter Jr tweet: I'm so sick of religious people continuing to say prayer can solve everything. The bible literally says that ""faith without works is dead"" and in the case of rampant violence stemming from racism, prayer won't do anything, only action will.",46,40,2320,354,22,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json']"
1542205180547960834,0_cleaned_data.json,303,https://x.com/Kwite/status/1542205180547960834,2022-06-29 17:55:42+00:00,,Pro life more like I hate women,7,56,3811,257,7,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json']"
1528158438642946048,0_cleaned_data.json,306,https://x.com/mojorizn1/status/1528158438642946048,2022-05-21 23:38:58+00:00,,Political ads in Bama focus on three things. 1. I love Trump. 2. I hate transgender people. 3. Build the wall. What do blue states ads emphasize?,27,11,14,0,0,0,False,False,['0_cleaned_data.json']
1529553099244773376,0_cleaned_data.json,308,https://x.com/jakeshieldsajj/status/1529553099244773376,2022-05-25 20:00:51+00:00,,people seem to think that me believing we don’t need a month celebrating Someone’s sexuality means I don’t like gays.   This is completely false,24,14,115,6,4,0,False,False,[]
1436070538565271555,0_cleaned_data.json,309,https://x.com/gayeonjunie/status/1436070538565271555,2021-09-09 20:54:31+00:00,,"oomfs flirting in the middle of the tl, I cannot stand gay people",13,2,6,0,0,0,False,False,['0_cleaned_data.json']
1333168746119229440,0_cleaned_data.json,311,https://x.com/cig_angel333/status/1333168746119229440,2020-11-29 21:59:32+00:00,,oomf rly thought she could tweet “i hate lgbt and neurodivergent ppl” and no one would say anything 😐😐😐,19,2,8,0,0,0,False,False,[]
1235260008150913024,0_cleaned_data.json,312,https://x.com/akhilreddy_yar/status/1235260008150913024,2020-03-04 17:45:10+00:00,,"Only product lasting so long from China #coronavirus Death : Made in China 🤪

#coronavirusindia #Corona #ChinaVirus",17,2,1,0,0,0,False,False,[]
1217258960589377538,0_cleaned_data.json,313,https://x.com/fahimaxa/status/1217258960589377538,2020-01-15 01:35:26+00:00,,One of the main reasons why I cannot stand asian boys. They get so disrespectful and rude when they get turned down,22,1,14,3,1,0,False,False,[]
1293607038648487938,0_cleaned_data.json,314,https://x.com/dillondanis/status/1293607038648487938,2020-08-12 17:55:26+00:00,,on my way to fuck your bitch. https://t.co/SS8t8ecXoR,8,228,2312,151,60,0,True,False,"['0_cleaned_data.json', '0_cleaned_data.json']"
502296205192597504,0_cleaned_data.json,317,https://x.com/miilkkk/status/502296205192597504,2014-08-21 03:28:42+00:00,,On a scale of 1-10 this bitch is literally a 6 http://t.co/IfzOq8MJHC,12,110,2266,1492,0,0,True,False,[]
1189603769950060544,0_cleaned_data.json,318,https://x.com/Iam_mayorkush/status/1189603769950060544,2019-10-30 18:03:35+00:00,,Old age or not Davido gave that man his size nicely...I'm sick of old people meddling in the affairs of youths and suddenly acting surprised when they get washed 😂,30,2,2,0,0,0,False,False,[]
1365619595999084547,0_cleaned_data.json,319,https://x.com/janieedow/status/1365619595999084547,2021-02-27 11:07:38+00:00,,Okay you have money and so fucking what?? I’m so sick of men that speak this way.,17,4,18,3,0,0,False,False,['0_cleaned_data.json']
1462880581553836035,0_cleaned_data.json,321,https://x.com/vanadium001/status/1462880581553836035,2021-11-22 20:28:04+00:00,,Oh my god I really hate white people boutta pull some terrorist shit,13,2,1,0,0,0,False,False,[]
1275887299230928896,0_cleaned_data.json,322,https://x.com/abbsmk/status/1275887299230928896,2020-06-24 20:23:31+00:00,,oh how i despise men https://t.co/uc6wJ4dgcj,6,16,62,3,1,0,True,False,[]
1257223532460810241,0_cleaned_data.json,323,https://x.com/leekern13/status/1257223532460810241,2020-05-04 08:20:22+00:00,,"Oh fuck off Owen Jones, you redundant Shit Weasel. You spent four years trying to get elected a man who champions Jew killers, funds Holocaust deniers &amp; praises nazi style artwork. Don’t try &amp; feign you have any righteous indignation about an antisemitic book 📚",45,140,1183,145,26,0,False,False,['0_cleaned_data.json']
1473464328745627657,0_cleaned_data.json,325,https://x.com/aspenleette/status/1473464328745627657,2021-12-22 01:24:06+00:00,,"Nvm I stand corrected, this is the dumbest shit I done read in a minute. I can’t stand gay people like this.",22,2,4,0,0,0,False,False,[]
1238344513376014336,0_cleaned_data.json,326,https://x.com/Sootradhar/status/1238344513376014336,2020-03-13 06:01:53+00:00,,"Now these bottomless stupid CCP bots will talk about science. These fkng btards must have their ass whipped blue. 

I pray to God that Communists all over the world die a painful death.

Fk Communist China #WuhanVirus",37,3,26,13,0,0,False,True,[]
1395129091909734407,0_cleaned_data.json,327,https://x.com/mousearonia/status/1395129091909734407,2021-05-19 21:27:50+00:00,,Now I don’t mean this lightly but screw Greg Abbott. I’m so sick of men trying to control MY reproductive rights. If you are “pro life” and think Greg Abbott is in the right then you can get screwed too. Thank you and goodbye.,44,1,30,9,0,0,False,False,[]
1287181269697208322,0_cleaned_data.json,328,https://x.com/brightmyth/status/1287181269697208322,2020-07-26 00:21:44+00:00,,nour not knowing binta bee and elisa were dating because they thought they were calling each other wives and gfs and sending each other love letters in a platonic way 😭😭 😭 I can't STAND gay people,37,4,60,2,0,0,False,False,[]
1516363429707239428,0_cleaned_data.json,329,https://x.com/hearteyesmattel/status/1516363429707239428,2022-04-19 10:29:48+00:00,,not them explicitly asking the audience to ask them “nothing weird” and then that guy asking the make out question i hate gay people 😭,25,2,52,1,0,0,False,False,[]
1539969692319641602,0_cleaned_data.json,330,https://x.com/R0SYGASHINA/status/1539969692319641602,2022-06-23 13:52:40+00:00,,not gonna go on a rant about how much I despise religious people bc I'll be here for a while,20,0,4,0,0,0,False,False,[]
365623302187790336,0_cleaned_data.json,331,https://x.com/izhariezlamo/status/365623302187790336,2013-08-08 23:59:22+00:00,,Norliah ghani zaman2 mude!! Hot jugak yer. Hahaha,8,0,0,0,0,0,False,False,[]
1332468578050854912,0_cleaned_data.json,332,https://x.com/Co_B/status/1332468578050854912,2020-11-27 23:37:19+00:00,,"Nobody: 

My grandma: yea Gregory was touch by another man as a child 

(While my cousin was sitting there) 

Dawg I fucking hate black people!! Like why the fuck you bring up personal trauma in front of people",38,2,1,0,0,0,False,False,[]
1367147850497482762,0_cleaned_data.json,333,https://x.com/MikaYuuCEO/status/1367147850497482762,2021-03-03 16:20:22+00:00,,"No. I'm tired of seeing the same story over and over again. I'm sick of lgbt+ characters being killed. We shouldn't settle, we should fight back! We can do it. What are we all here for? Ons manga can make a difference😼 #Seraphofthe100 #ミカ優 #MikaYuu",45,2,18,4,1,0,False,True,[]
1480909420397801476,0_cleaned_data.json,334,https://x.com/eatprayloverr/status/1480909420397801476,2022-01-11 14:28:14+00:00,,Never wanted to say I hate Muslim as much as I do today. Keep your CULTUREAL BELIEFS TF AWAY FROM ME,21,2,9,1,1,0,False,False,[]
1161036325149184000,0_cleaned_data.json,335,https://x.com/divinghightide/status/1161036325149184000,2019-08-12 22:06:45+00:00,,n*cki can clown on her own time but NOT while she's promoting a single with megan omg i cannot stand old people,22,1,1,0,0,0,False,False,[]
1543974373228482561,0_cleaned_data.json,336,https://x.com/couqcontrecoup/status/1543974373228482561,2022-07-04 15:05:50+00:00,,"My time on this earth is limited. I hate gay people.

(  smoking angrily ???  )",16,1,1,0,0,0,False,False,[]
1540804473135812608,0_cleaned_data.json,337,https://x.com/miitchelVR/status/1540804473135812608,2022-06-25 21:09:47+00:00,,"my mom was drunk, PICKED UP MY 12 YEAR OLD DOG, AND DROPPED HIM, AND FUCKING DIED, I FUCKING HATE DRUNK PEOPLE GO GET A NORMAL FUCKING LIFE ALL OF YOU",31,30,119,1,1,0,False,False,[]
1421974885006516225,0_cleaned_data.json,338,https://x.com/AlexiaMarinette/status/1421974885006516225,2021-08-01 23:23:26+00:00,,"My main reason why I can’t stand gay men is “How on earth are you this fine😍, and don’t want women?”.
Not like I really have a problem with them ohh, but how can a fine man want another man instead of me?😅
Just howww🤷🏽‍♀️🤷🏽‍♀️🤷🏽‍♀️???",45,11,45,8,2,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json']"
1506671864688508929,0_cleaned_data.json,341,https://x.com/sourpnk999/status/1506671864688508929,2022-03-23 16:38:59+00:00,,"my coworker looking at me and saying ""i hate transgender people, why are y'all so loud i was just trying to take a shit in the bathroom in PEACE""

😭😭 WHAT",31,2,2,0,0,0,False,False,[]
1466821485503393793,0_cleaned_data.json,342,https://x.com/_SpoiledBritt_/status/1466821485503393793,2021-12-03 17:27:49+00:00,,"My boss told me her grandmom told her  best friend, who’s  black “ the way I grew up , I was a little racist but I like love you guys” . Now she telling me she’s not racist . She even wanted to go to Africa . I really hate white people dawg . These mfs are sick",58,1,2,0,1,0,False,False,[]
1297198690902433793,0_cleaned_data.json,343,https://x.com/BurgSkeletal/status/1297198690902433793,2020-08-22 15:47:23+00:00,,"My beliefs are odd.

I have some nationalist ideals, but I despise American exceptionalism and economic isolationism.",17,3,8,0,0,0,False,False,[]
1491547465060958210,0_cleaned_data.json,344,https://x.com/ajsteelshow/status/1491547465060958210,2022-02-09 23:00:01+00:00,,"My 19 year old came home with a smile, telling me she had her best day ever. Today was the 1st time she went to college in person. It was at this moment I realized how much I hate China, our politicians, &amp; media for crushing our children's souls for 2 years. I will never forgive! https://t.co/YiYdhunddZ",57,37,351,111,10,0,True,False,[]
997690384166899713,0_cleaned_data.json,345,https://x.com/abdullahadam/status/997690384166899713,2018-05-19 04:08:18+00:00,,"Muslims: If you left Islam why are you always taking about Islam?

Me: Because I fucking hate Islam.
I hated it, that's why I left it.
I hate it, that's why I talk about it.
Is that clear?

~ Stolen from a friend 😁",44,3,44,10,1,0,False,False,[]
1291456233090609154,0_cleaned_data.json,346,https://x.com/MaggieLindemann/status/1291456233090609154,2020-08-06 19:28:54+00:00,,men be like “ew i hate gay people so gross ew don’t look at me” then be like “mm yummy bi girls kiss each other so hot mm sexy”,29,151,13761,1770,89,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json']"
1393391657366822913,0_cleaned_data.json,357,https://x.com/iamjessnellaa/status/1393391657366822913,2021-05-15 02:23:53+00:00,,Men are dumb as hell.,5,58,66,7,9,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json']"
